"bodyid","post","pre","downstream","upstream","synweight","class","description","entryNerve","exitNerve","group","name","longTract","ntAcetylcholineProb","ntGabaProb","ntGlutamateProb","ntUnknownProb","origin","location","locationType","predictedNtProb","prefix","rootLocation","rootSide","statusLabel","subclass","synonyms","systematicType","target","transmission","type","vfbId","avgLocation","birthtime","hemilineage","serial","serialMotif","somaNeuromere","somaSide","subcluster","modality","tag","cluster","receptorType","subclassabbr","tosomaLocation","source","somaLocation","status","totalNtPredictions","predictedNt","celltypeTotalNtPredictions","celltypePredictedNt","voxels","soma"
"13910",2916,412,2419,2916,5335,"intrinsic neuron","20A in T2 LHS","None",NA,13910,"IN04B081_T2_L",NA,0.691462695598602,0.114962019026279,0.187591105699539,0.00598420482128859,"LegNpT2_L","20057,29784,28297","user",0.691462695598602,"IR","",NA,"Roughly traced","IR",NA,"IN04B081","LegNpT2_L",NA,"IN04B081","VFB_jrcv0aqe","19878,29705,28297","secondary","04B",NA,NA,"T2","LHS",13910,NA,NA,NA,NA,NA,"",NA,"13411,34093,25179","Traced",412,"acetylcholine",5423,"acetylcholine",988610939,TRUE
"14013",1460,397,2561,1460,4021,"ascending neuron","3A? in T2 LHS; 1st pass ECM","None","CvC",14013,"AN04B023_T2_L","VLT",0.938544452190399,0.00840027630329132,0.0478082485496998,0.00524701736867428,"LegNpT2_L","14059,31283,46399","user",0.938544452190399,"IA","","LHS","Roughly traced","IA",NA,"AN04B023","LegNpT2_L.LegNpT1_L",NA,"AN04B023","VFB_jrcv0at9","14271,31283,46716","early secondary","04B",14013,"ascending","T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"14698,35288,25453","Traced",397,"acetylcholine",1629,"acetylcholine",1202878228,TRUE
"14266",1536,668,4825,1536,6361,"intrinsic neuron","20A in T2 LHS","None",NA,13000,"IN04B017_T2_L",NA,0.936527371406555,0.0183576587587595,0.0426502898335457,0.0024646557867527,"LegNpT2_L","19853,29659,28297","user",0.936527371406555,"BR","",NA,"Roughly traced","BR",NA,"IN04B017","LegNpT2_L",NA,"IN04B017","VFB_jrcv0b0a","19878,29705,28297","secondary","04B",NA,NA,"T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"12854,34089,24872","Traced",668,"acetylcholine",4465,"acetylcholine",1187152265,TRUE
"14358",1089,344,2108,1089,3197,"intrinsic neuron","4B in T2 LHS","None",NA,14358,"IN04B071_T2_L",NA,0.74892383813858,0.125556990504265,0.114932842552662,0.0105863027274609,"LegNpT2_L","19240,36805,29900","user",0.74892383813858,"IR","",NA,"Roughly traced","IR",NA,"IN04B071","LegNpT2_L",NA,"IN04B071","VFB_jrcv0b2u","19215,36012,28732","secondary","04B",NA,NA,"T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"14153,37763,33146","Traced",344,"acetylcholine",1966,"acetylcholine",631269860,TRUE
"14496",2810,451,2652,2810,5462,"intrinsic neuron","20A in T2 LHS","None",NA,14423,"IN04B074_T2_L",NA,0.692830801010132,0.129805639386177,0.172285780310631,0.00507778348401189,"LegNpT2_L","20037,29749,28297","user",0.692830801010132,"IR","",NA,"Roughly traced","IR",NA,"IN04B074","LegNpT2_L",NA,"IN04B074","VFB_jrcv0b6o","19878,29705,28297","secondary","04B",NA,NA,"T2","LHS",13910,NA,NA,NA,NA,NA,"",NA,"13975,34204,25109","Traced",451,"acetylcholine",5902,"acetylcholine",1175586931,TRUE
"14608",1175,651,4133,1175,5308,"intrinsic neuron","20A in T2 LHS","None",NA,14134,"IN04B012_T2_L",NA,0.886428534984589,0.0346561148762703,0.0736104920506477,0.00530483201146126,"LegNpT2_L.LegNpT2_R","19704,29578,28297","user",0.886428534984589,"BR","",NA,"Roughly traced","BR",NA,"IN04B012","LegNpT2_L",NA,"IN04B012","VFB_jrcv0b9s","19878,29705,28297","secondary","04B",NA,NA,"T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"13422,33442,24946","Traced",651,"acetylcholine",2718,"acetylcholine",1141674863,TRUE
"14754",1624,630,4516,1624,6140,"intrinsic neuron","20A in T2 LHS","None",NA,14754,"IN04B017_T2_L",NA,0.93583482503891,0.0178397931158543,0.0437909997999668,0.00253436760976911,"LegNpT2_L","19878,29705,28297","user",0.93583482503891,"BR","",NA,"Roughly traced","BR",NA,"IN04B017","LegNpT2_L",NA,"IN04B017","VFB_jrcv0bdu","19878,29705,28297","secondary","04B",NA,NA,"T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"14502,34459,25255","Traced",630,"acetylcholine",4465,"acetylcholine",1101108022,TRUE
"14780",946,609,4059,946,5005,"intrinsic neuron","20A in T2 LHS","None",NA,14780,"IN04B018_T2_L",NA,0.894309759140015,0.0253441985696554,0.0764177963137627,0.00392824364826083,"LegNpT2_L.LegNpT2_R","19743,29580,28297","user",0.894309759140015,"BR","",NA,"Roughly traced","BR",NA,"IN04B018","LegNpT2_L",NA,"IN04B018","VFB_jrcv0bek","19878,29705,28297","secondary","04B",NA,NA,"T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"14261,34111,24214","Traced",609,"acetylcholine",4179,"acetylcholine",1099894498,TRUE
"15085",2367,783,5051,2367,7418,"intrinsic neuron","4B in T2 LHS","None",NA,13608,"IN04B011_T2_L",NA,0.887453436851501,0.0278792213648558,0.07953030616045,0.00513705052435398,"LegNpT2_L","19248,37055,30299","user",0.887453436851501,"IR","",NA,"Roughly traced","IR",NA,"IN04B011","LegNpT2_L",NA,"IN04B011","VFB_jrcv0bn1","19215,36012,28732","early secondary","04B",NA,NA,"T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"15327,37530,35616","Traced",783,"acetylcholine",3917,"acetylcholine",1248403104,TRUE
"152363",1132,537,3867,1132,4999,"intrinsic neuron","4B in T2 LHS","None",NA,152363,"IN04B078_T2_L",NA,0.943180441856384,0.0275292489677668,0.0214895159006119,0.00780081516131759,"LegNpT2_L","19218,36095,28850","user",0.943180441856384,"IR","",NA,"Roughly traced","IR",NA,"IN04B078","LegNpT2_L",NA,"IN04B078","VFB_jrcv39kb","19215,36012,28732","secondary","04B",18857,"independent leg","T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"16896,38475,35678","Traced",537,"acetylcholine",8163,"acetylcholine",588578624,TRUE
"153351",1034,535,3983,1034,5017,"intrinsic neuron","4B in T2 LHS","None",NA,21216,"IN04B078_T2_L",NA,0.941027283668518,0.0293130315840244,0.0229235608130693,0.00673611182719469,"LegNpT2_L","19219,36132,28869","user",0.941027283668518,"IR","",NA,"Roughly traced","IR",NA,"IN04B078","LegNpT2_L",NA,"IN04B078","VFB_jrcv3abr","19215,36012,28732","secondary","04B",18857,"independent leg","T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"16629,38114,36328","Traced",535,"acetylcholine",8163,"acetylcholine",630393243,TRUE
"15568",926,635,4076,926,5002,"intrinsic neuron","20A? in T2 LHS","None",NA,14780,"IN04B018_T2_L",NA,0.931147456169128,0.0187961235642433,0.045789111405611,0.00426730141043663,"LegNpT2_L.LegNpT2_R","19812,29639,28297","user",0.931147456169128,"BR","",NA,"Roughly traced","BR",NA,"IN04B018","LegNpT2_L.LegNpT2_R",NA,"IN04B018","VFB_jrcv0c0g","19878,29705,28297","secondary","04B",NA,NA,"T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"15512,35044,24864","Traced",635,"acetylcholine",4179,"acetylcholine",1137193365,TRUE
"15693",1318,448,2835,1318,4153,"intrinsic neuron",NA,NA,NA,15036,"IN04B036_T2_L",NA,0.855944097042084,0.0316570736467838,0.104983903467655,0.00741492444649339,"LegNpT2_L","17900,39064,38246","soma",0.855944097042084,"BR","",NA,"Roughly traced","BR",NA,"IN04B036","LegNpT2_L",NA,"IN04B036","VFB_jrcv0c3x","","early secondary","04B",NA,NA,"T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"17900,39064,38246","Traced",448,"acetylcholine",5513,"acetylcholine",704972175,TRUE
"15705",2529,380,2276,2529,4805,"intrinsic neuron","4B in T2 LHS","None",NA,13591,"IN04B027_T2_L",NA,0.825319468975067,0.0626978129148483,0.107586666941643,0.00439604325219989,"LegNpT2_L","19219,36133,28821","user",0.825319468975067,"IR","",NA,"Roughly traced","IR",NA,"IN04B027","LegNpT2_L",NA,"IN04B027","VFB_jrcv0c49","19215,36012,28732","early secondary","04B",NA,NA,"T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"12336,35215,28873","Traced",380,"acetylcholine",2160,"acetylcholine",834635215,TRUE
"15785",960,553,3236,960,4196,"intrinsic neuron","20A? in T2 LHS","None",NA,15785,"IN04B016_T2_L",NA,0.878791570663452,0.0245084967464209,0.091092050075531,0.00560785969719291,"LegNpT2_L.LegNpT2_R","19740,29629,28297","user",0.878791570663452,"BR","",NA,"Roughly traced","BR",NA,"IN04B016","LegNpT2_L.LegNpT2_R",NA,"IN04B016","VFB_jrcv0c6h","19878,29705,28297","secondary","04B",NA,NA,"T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"17856,31202,24537","Traced",553,"acetylcholine",2227,"acetylcholine",1113972755,TRUE
"15986",1524,511,3894,1524,5418,"intrinsic neuron","4B in T2 LHS","None",NA,15986,"IN04B025_T2_L",NA,0.931171298027039,0.0184657406061888,0.040274191647768,0.0100887790322304,"LegNpT2_L","19204,35640,28328","user",0.931171298027039,"IR","",NA,"Roughly traced","IR",NA,"IN04B025","LegNpT2_L",NA,"IN04B025","VFB_jrcv0cc2","19215,36012,28732","secondary","04B",13128,"independent leg","T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"13416,34785,26958","Traced",511,"acetylcholine",3613,"acetylcholine",679139460,TRUE
"16092",2542,391,2164,2542,4706,"intrinsic neuron","4B in T2 LHS","None",NA,16092,"IN04B031_T2_L",NA,0.607976019382477,0.174623906612396,0.204502761363983,0.0128973321989179,"LegNpT2_L","19241,36833,29809","user",0.607976019382477,"IR","",NA,"Roughly traced","IR",NA,"IN04B031","LegNpT2_L",NA,"IN04B031","VFB_jrcv0cf0","19215,36012,28732","secondary","04B",15525,"independent leg","T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"15390,38453,32725","Traced",391,"acetylcholine",3768,"acetylcholine",1048537033,TRUE
"16205",1608,547,3388,1608,4996,"intrinsic neuron",NA,NA,NA,15036,"IN04B036_T2_L",NA,0.748406827449799,0.0762522295117378,0.162666767835617,0.0126741696149111,"LegNpT2_L","17360,38180,35032","soma",0.748406827449799,"BR","",NA,"Roughly traced","BR",NA,"IN04B036","LegNpT2_L",NA,"IN04B036","VFB_jrcv0ci5","","early secondary","04B",NA,NA,"T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"17360,38180,35032","Traced",547,"acetylcholine",5513,"acetylcholine",889229607,TRUE
"162870",1140,249,1581,1140,2721,"intrinsic neuron","20A in T2 LHS","None",NA,155096,"IN04B103_T2_L",NA,0.807074308395386,0.0642735287547112,0.117694117128849,0.0109580531716347,"LegNpT2_L","19980,29745,28297","user",0.807074308395386,"IR","",NA,"Roughly traced","IR",NA,"IN04B103","LegNpT2_L",NA,"IN04B103","VFB_jrcv3ho6","19878,29705,28297","secondary","04B",NA,NA,"T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"12715,34433,25818","Traced",249,"acetylcholine",2105,"acetylcholine",468002954,TRUE
"16623",2110,445,2965,2110,5075,"intrinsic neuron","20A in T2 LHS; to review","None",NA,16623,"IN04B089_T2_L",NA,0.670574903488159,0.121857054531574,0.20328626036644,0.0042817797511816,"LegNpT2_L","19705,29519,28297","user",0.669221758842468,"IR","",NA,"Roughly traced","IR",NA,"IN04B089","LegNpT2_L",NA,"IN04B089","VFB_jrcv0ctr","19878,29705,28297","secondary","04B",NA,NA,"T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"14138,34869,25204","Traced",445,"acetylcholine",943,"acetylcholine",571859475,TRUE
"16800",1610,306,1767,1610,3377,"intrinsic neuron","4B in T2 LHS","None",NA,16800,"IN04B037_T2_L",NA,0.677898943424225,0.146311819553375,0.166101068258286,0.00968814827501774,"LegNpT2_L","19248,37062,30361","user",0.677898943424225,"IR","",NA,"Roughly traced","IR",NA,"IN04B037","LegNpT2_L",NA,"IN04B037","VFB_jrcv0cyo","19215,36012,28732","early secondary","04B",16800,"independent leg","T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"17390,38360,33627","Traced",306,"acetylcholine",2295,"acetylcholine",824137208,TRUE
"16902",2047,430,2919,2047,4966,"intrinsic neuron","4B? in T2 LHS","None",NA,16820,"IN04B035_T2_L",NA,0.890786647796631,0.0264229867607355,0.0772639289498329,0.00552644906565547,"LegNpT2_L","19240,36804,29855","user",0.890786647796631,"BR","",NA,"Roughly traced","BR",NA,"IN04B035","LegNpT2_L",NA,"IN04B035","VFB_jrcv0d1i","19215,36012,28732","secondary","04B",NA,NA,"T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"14862,37954,34445","Traced",430,"acetylcholine",882,"acetylcholine",935985200,TRUE
"17027",2716,361,1964,2716,4680,"intrinsic neuron","4B in T2 LHS","None",NA,15537,"IN04B027_T2_L",NA,0.690162658691406,0.139423400163651,0.162100195884705,0.00831375643610954,"LegNpT2_L","19215,36012,28732","user",0.690162658691406,"IR","",NA,"Roughly traced","IR",NA,"IN04B027","LegNpT2_L",NA,"IN04B027","VFB_jrcv0d4z","19215,36012,28732","early secondary","04B",NA,NA,"T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"13583,35297,26851","Traced",361,"acetylcholine",2160,"acetylcholine",917705738,TRUE
"17081",1649,567,4386,1649,6035,"intrinsic neuron",NA,NA,NA,17081,"IN04B057_T2_L",NA,0.949723422527313,0.011551639996469,0.0355988442897797,0.00312607851810753,"LegNpT2_L","13231,34439,26502","soma",0.949723422527313,"BR","",NA,"Roughly traced","BR",NA,"IN04B057","LegNpT2_L",NA,"IN04B057","VFB_jrcv0d6h","","secondary","04B",NA,NA,"T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"13231,34439,26502","Traced",567,"acetylcholine",2016,"acetylcholine",809169170,TRUE
"17117",827,405,2315,827,3142,"intrinsic neuron","20A in T2 LHS","None",NA,16530,"IN04B030_T2_L",NA,0.846771955490112,0.043958954513073,0.102970831096172,0.00629827845841646,"LegNp_R.LegNp_L","19781,29607,28297","user",0.846771955490112,"BI","",NA,"Roughly traced","BI",NA,"IN04B030","LegNpT2_L.LegNpT2_R",NA,"IN04B030","VFB_jrcv0d7h","19878,29705,28297","secondary","04B",NA,NA,"T2","LHS",14755,NA,NA,NA,NA,NA,"",NA,"17829,32019,24023","Traced",405,"acetylcholine",1604,"acetylcholine",1010477025,TRUE
"17182",2152,551,3532,2152,5684,"intrinsic neuron","4B in T2 LHS","None",NA,13608,"IN04B011_T2_L",NA,0.873154699802399,0.0439676642417908,0.0781295523047447,0.00474811345338821,"LegNpT2_L","19242,36863,30008","user",0.870457053184509,"IR","",NA,"Roughly traced","IR",NA,"IN04B011","LegNpT2_L",NA,"IN04B011","VFB_jrcv0d9a","19215,36012,28732","early secondary","04B",NA,NA,"T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"15121,38278,33553","Traced",551,"acetylcholine",3917,"acetylcholine",1012566693,TRUE
"17233",1331,646,4383,1331,5714,"intrinsic neuron","4B in T2 LHS","None",NA,17233,"IN04B055_T2_L",NA,0.857966899871826,0.0628572627902031,0.0669565722346306,0.0122192529961467,"LegNpT2_L","19207,35745,28416","user",0.857966899871826,"II","",NA,"Roughly traced","II",NA,"IN04B055","LegNpT2_L",NA,"IN04B055","VFB_jrcv0dap","19215,36012,28732","secondary","04B",NA,NA,"T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"12416,34269,26313","Traced",646,"acetylcholine",1313,"acetylcholine",773431961,TRUE
"17393",2050,472,3491,2050,5541,"intrinsic neuron","4B in T2 LHS","None",NA,16852,"IN04B033_T2_L",NA,0.916683256626129,0.0245954934507608,0.0528430342674255,0.00587819563224912,"LegNpT2_L","19214,35976,28729","user",0.916683256626129,"BR","",NA,"Roughly traced","BR",NA,"IN04B033","LegNpT2_L",NA,"IN04B033","VFB_jrcv0df5","19215,36012,28732","secondary","04B",NA,NA,"T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"12243,35866,30139","Traced",472,"acetylcholine",2033,"acetylcholine",903695536,TRUE
"17417",2016,711,4917,2016,6933,"intrinsic neuron",NA,NA,NA,17386,"IN04B100_T2_L",NA,0.895326793193817,0.0336120538413525,0.0659284815192223,0.00513269379734993,"LegNpT2_L","16728,38911,37478","soma",0.895326793193817,"IR","",NA,"Roughly traced","IR",NA,"IN04B100","LegNpT2_L",NA,"IN04B100","VFB_jrcv0dft","","secondary","04B",14098,"independent leg","T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"16728,38911,37478","Traced",711,"acetylcholine",8209,"acetylcholine",929539514,TRUE
"17543",735,327,1992,735,2727,"intrinsic neuron","20A in T2 LHS","None",NA,22132,"IN04B104_T2_L",NA,0.83865225315094,0.042397104203701,0.114754155278206,0.00419651251286268,"LegNpT2_L","19919,29701,28297","user",0.83609539270401,"IR","",NA,"Roughly traced","IR",NA,"IN04B104","LegNpT2_L",NA,"IN04B104","VFB_jrcv0djb","19878,29705,28297","secondary","04B",NA,NA,"T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"13125,34717,25832","Traced",327,"acetylcholine",1820,"acetylcholine",466957105,TRUE
"17680",2215,462,3469,2215,5684,"intrinsic neuron","4B in T2 LHS","None",NA,17680,"IN04B061_T2_L",NA,0.925137221813202,0.0319940261542797,0.0392183139920235,0.00365042081102729,"LegNpT2_L","19247,37033,30182","user",0.925137221813202,"IR","",NA,"Roughly traced","IR",NA,"IN04B061","LegNpT2_L",NA,"IN04B061","VFB_jrcv0dn4","19215,36012,28732","secondary","04B",NA,NA,"T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"15167,38088,35604","Traced",462,"acetylcholine",915,"acetylcholine",728805901,TRUE
"17738",2140,675,4913,2140,7053,"intrinsic neuron","9A? in T2 LHS","None",NA,17559,"IN04B036_T2_L",NA,0.920796096324921,0.0162353459745646,0.060081735253334,0.00288684293627739,"LegNpT2_L","14310,32685,39943","user",0.920796096324921,"BR","",NA,"Roughly traced","BR",NA,"IN04B036","LegNpT2_L",NA,"IN04B036","VFB_jrcv0doq","14310,32942,39862","early secondary","04B",NA,NA,"T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"17117,39214,37543","Traced",675,"acetylcholine",5513,"acetylcholine",890131030,TRUE
"17866",2017,403,2918,2017,4935,"intrinsic neuron","4B in T2 LHS","None",NA,17166,"IN04B056_T2_L",NA,0.86770486831665,0.0757068172097206,0.0478213429450989,0.00876698177307844,"LegNpT2_L","19247,37033,30077","user",0.86770486831665,"BR","",NA,"Roughly traced","BR",NA,"IN04B056","LegNpT2_L",NA,"IN04B056","VFB_jrcv0dsa","19215,36012,28732","secondary","04B",NA,NA,"T2","LHS",16253,NA,NA,NA,NA,NA,"",NA,"14726,37822,35471","Traced",403,"acetylcholine",846,"acetylcholine",714757804,TRUE
"17875",1287,253,1641,1287,2928,"intrinsic neuron","20A in T2 LHS","None",NA,17875,"IN04B092_T2_L",NA,0.772892892360687,0.0717995837330818,0.151214584708214,0.00409296061843634,"LegNpT2_L","20003,29823,28297","user",0.686956167221069,"IR","",NA,"Roughly traced","IR",NA,"IN04B092","LegNpT2_L",NA,"IN04B092","VFB_jrcv0dsj","19878,29705,28297","secondary","04B",16224,"independent leg","T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"12786,34785,27029","Traced",253,"acetylcholine",2116,"acetylcholine",476647891,TRUE
"17895",2067,539,4011,2067,6078,"intrinsic neuron","4B in T2 LHS","None",NA,16852,"IN04B033_T2_L",NA,0.940315008163452,0.0142464069649577,0.0423246212303638,0.00311396364122629,"LegNpT2_L","19219,36114,28773","user",0.940315008163452,"BR","",NA,"Roughly traced","BR",NA,"IN04B033","LegNpT2_L",NA,"IN04B033","VFB_jrcv0dt3","19215,36012,28732","secondary","04B",NA,NA,"T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"12614,35183,28357","Traced",539,"acetylcholine",2033,"acetylcholine",889935466,TRUE
"17918",1770,634,4085,1770,5855,"intrinsic neuron","4B in T2 LHS","None",NA,13720,"IN04B058_T2_L",NA,0.844739556312561,0.0455726385116577,0.0993542671203613,0.0103335445746779,"LegNpT2_L","19252,37192,30608","user",0.844739556312561,"II","",NA,"Roughly traced","II",NA,"IN04B058","LegNpT2_L",NA,"IN04B058","VFB_jrcv0dtq","19215,36012,28732","secondary","04B",NA,NA,"T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"16058,38491,35714","Traced",634,"acetylcholine",1312,"acetylcholine",707446998,TRUE
"17938",1127,295,1920,1127,3047,"intrinsic neuron","4B? in T2 LHS","None",NA,17938,"IN04B099_T2_L",NA,0.863992035388947,0.090303048491478,0.0411237701773643,0.00458115572109818,"LegNpT2_L","19250,37141,30294","user",0.863992035388947,"IR","",NA,"Roughly traced","IR",NA,"IN04B099","LegNpT2_L",NA,"IN04B099","VFB_jrcv0dua","19215,36012,28732","secondary","04B",NA,NA,"T2","LHS",NA,NA,NA,NA,NA,NA,"",NA,"14707,38119,33355","Traced",295,"acetylcholine",578,"acetylcholine",566163543,TRUE
