"bodyid","post","pre","downstream","upstream","synweight","class","description","entryNerve","exitNerve","group","name","longTract","ntAcetylcholineProb","ntGabaProb","ntGlutamateProb","ntUnknownProb","origin","location","locationType","predictedNtProb","prefix","rootLocation","rootSide","statusLabel","subclass","synonyms","systematicType","target","transmission","type","vfbId","avgLocation","birthtime","hemilineage","serial","serialMotif","somaNeuromere","somaSide","subcluster","modality","tag","cluster","receptorType","subclassabbr","tosomaLocation","source","somaLocation","status","totalNtPredictions","predictedNt","celltypeTotalNtPredictions","celltypePredictedNt","voxels","soma"
"15036",1737,776,4182,1737,5919,"intrinsic neuron","5B (soma) or 4B (morphology) in T2 RHS; ECM","None","None",15036,"IN04B036_T2_R",NA,0.727739214897156,0.0762560814619064,0.182094320654869,0.0139104006811976,"LegNpT2_R","26795,42397,34644","soma",0.727739214897156,"BR","",NA,"Roughly traced","BR",NA,"IN04B036","LegNpT2_R",NA,"IN04B036","VFB_jrcv0blo","","early secondary","04B",NA,NA,"T2","RHS",NA,NA,NA,NA,NA,NA,"",NA,"26795,42397,34644","Traced",776,"acetylcholine",5513,"acetylcholine",1053051340,TRUE
"15037",813,654,4072,813,4885,"intrinsic neuron","20A in T2 RHS","None",NA,14780,"IN04B018_T2_R",NA,0.918890535831451,0.0141703505069017,0.0631173104047775,0.00382182840257883,"LegNpT2_R.LegNpT2_L","25553,32436,27412","user",0.918890535831451,"BR","",NA,"Roughly traced","BR",NA,"IN04B018","LegNpT2_R",NA,"IN04B018","VFB_jrcv0blp","25504,32392,27412","secondary","04B",NA,NA,"T2","RHS",NA,NA,NA,NA,NA,NA,"",NA,"26876,34427,23862","Traced",654,"acetylcholine",4179,"acetylcholine",1054581181,TRUE
"15104",1810,641,4743,1810,6553,"intrinsic neuron","20A in T2 RHS","None",NA,13000,"IN04B017_T2_R",NA,0.930720150470734,0.0147114796563983,0.0526179112493992,0.00195048493333161,"LegNpT2_R","25587,32289,27412","user",0.929433763027191,"BR","",NA,"Roughly traced","BR",NA,"IN04B017","LegNpT2_R",NA,"IN04B017","VFB_jrcv0bnk","25504,32392,27412","secondary","04B",NA,NA,"T2","RHS",NA,NA,NA,NA,NA,NA,"",NA,"27861,35042,20592","Traced",641,"acetylcholine",4465,"acetylcholine",1049739186,TRUE
"15109",2914,412,2284,2914,5198,"intrinsic neuron","20A in T2 RHS","None",NA,13910,"IN04B081_T2_R",NA,0.577711045742035,0.213716804981232,0.199390232563019,0.00918188598006964,"LegNpT2_R","25532,32478,27412","user",0.577711045742035,"IR","",NA,"Roughly traced","IR",NA,"IN04B081","LegNpT2_R",NA,"IN04B081","VFB_jrcv0bnp","25504,32392,27412","secondary","04B",NA,NA,"T2","RHS",13910,NA,NA,NA,NA,NA,"",NA,"30385,38637,24020","Traced",412,"acetylcholine",5423,"acetylcholine",1021732436,TRUE
"15128",998,626,4051,998,5049,"intrinsic neuron","20A in T2 RHS","None",NA,14780,"IN04B018_T2_R",NA,0.897588551044464,0.0225807894021273,0.0743375644087791,0.00549309328198433,"LegNpT2_R.LegNpT2_L","25504,32392,27412","user",0.897588551044464,"BR","",NA,"Roughly traced","BR",NA,"IN04B018","LegNpT2_R",NA,"IN04B018","VFB_jrcv0bo8","25504,32392,27412","secondary","04B",NA,NA,"T2","RHS",NA,NA,NA,NA,NA,NA,"",NA,"27103,34636,23328","Traced",626,"acetylcholine",4179,"acetylcholine",1040550317,TRUE
"15288",1598,397,2608,1598,4206,"ascending neuron",NA,"None","CvC",14013,"AN04B023_T2_R","VLT",0.899385869503021,0.0182972643524408,0.0732493028044701,0.00906756892800331,"LegNpT2_R","25219,37077,67070","user",0.899385869503021,"IA","","RHS","Roughly traced","IA",NA,"AN04B023","LegNpT2_R.LegNpT1_R",NA,"AN04B023","VFB_jrcv0bso","","early secondary","04B",14013,"ascending","T2","RHS",NA,NA,NA,NA,NA,NA,"",NA,"28813,38978,25001","Traced",397,"acetylcholine",1629,"acetylcholine",1206218192,TRUE
"15445",976,578,3405,976,4381,"intrinsic neuron","20A in T2 RHS","None",NA,15445,"IN04B016_T2_R",NA,0.907755434513092,0.0158981345593929,0.0692295283079147,0.00711689330637455,"LegNpT2_R.LegNpT2_L","25575,32415,27412","user",0.907755434513092,"BI","",NA,"Roughly traced","BI",NA,"IN04B016","LegNpT2_R.LegNpT2_L",NA,"IN04B016","VFB_jrcv0bx1","25504,32392,27412","secondary","04B",NA,NA,"T2","RHS",14755,NA,NA,NA,NA,NA,"",NA,"27777,34511,22977","Traced",578,"acetylcholine",2227,"acetylcholine",1152244012,TRUE
"155096",1470,259,1654,1470,3124,"intrinsic neuron","20A in T2 RHS","None",NA,155096,"IN04B103_T2_R",NA,0.852339625358582,0.0302145630121231,0.113597273826599,0.00384855270385742,"LegNpT2_R","25467,32280,27412","user",0.852339625358582,"IR","",NA,"Roughly traced","IR",NA,"IN04B103","LegNpT2_R",NA,"IN04B103","VFB_jrcv3bo8","25504,32392,27412","secondary","04B",NA,NA,"T2","RHS",NA,NA,NA,NA,NA,NA,"",NA,"29743,38810,24409","Traced",259,"acetylcholine",2105,"acetylcholine",477414254,TRUE
"15537",3000,444,2635,3000,5635,"intrinsic neuron",NA,NA,NA,15537,"IN04B027_T2_R",NA,0.79231208562851,0.0440214686095715,0.159373685717583,0.00429276283830404,"LegNpT2_R","29693,38414,23275","soma",0.79231208562851,"IR","",NA,"Roughly traced","IR",NA,"IN04B027","LegNpT2_R",NA,"IN04B027","VFB_jrcv0bzl","","early secondary","04B",NA,NA,"T2","RHS",NA,NA,NA,NA,NA,NA,"",NA,"29693,38414,23275","Traced",444,"acetylcholine",2160,"acetylcholine",1005021058,TRUE
"16171",959,540,3304,959,4263,"intrinsic neuron","20A in T2 RHS","None",NA,15785,"IN04B016_T2_R",NA,0.873348712921143,0.029739024117589,0.0916910544037819,0.0052212025038898,"LegNpT2_L.LegNpT2_R","25566,32376,27412","user",0.873348712921143,"BR","",NA,"Roughly traced","BR",NA,"IN04B016","LegNpT2_R.LegNpT2_L",NA,"IN04B016","VFB_jrcv0ch7","25504,32392,27412","secondary","04B",NA,NA,"T2","RHS",NA,NA,NA,NA,NA,NA,"",NA,"27248,35063,22479","Traced",540,"acetylcholine",2227,"acetylcholine",1023375635,TRUE
"16361",1964,453,3175,1964,5139,"intrinsic neuron","4B in T2 RHS","None",NA,16361,"IN04B046_T2_R",NA,0.934051334857941,0.0249616373330355,0.0384180620312691,0.00256895204074681,"LegNpT2_R","24877,36333,26986","user",0.934051334857941,"BR","",NA,"Roughly traced","BR",NA,"IN04B046","LegNpT2_R",NA,"IN04B046","VFB_jrcv0cmh","25941,40027,29137","secondary","04B",NA,NA,"T2","RHS",NA,NA,NA,NA,NA,NA,"",NA,"29199,40824,27368","Traced",453,"acetylcholine",1596,"acetylcholine",852779923,TRUE
"16396",1387,269,1719,1387,3106,"intrinsic neuron","20A in T2 RHS","None",NA,16396,"IN04B103_T2_R",NA,0.758441805839539,0.0802663415670395,0.155043765902519,0.0062481053173542,"LegNpT2_R","25423,32397,27412","user",0.757083237171173,"IR","",NA,"Roughly traced","IR",NA,"IN04B103","LegNpT2_R",NA,"IN04B103","VFB_jrcv0cng","25504,32392,27412","secondary","04B",NA,NA,"T2","RHS",NA,NA,NA,NA,NA,NA,"",NA,"29161,38846,24172","Traced",269,"acetylcholine",2105,"acetylcholine",489012805,TRUE
"16408",1575,543,3753,1575,5328,"intrinsic neuron","20A in T2 RHS","None",NA,14754,"IN04B017_T2_R",NA,0.931010961532593,0.015303329564631,0.0510029084980488,0.00268278224393725,"LegNpT2_R","25612,32354,27412","user",0.931010961532593,"BR","",NA,"Roughly traced","BR",NA,"IN04B017","LegNpT2_R",NA,"IN04B017","VFB_jrcv0cns","25504,32392,27412","secondary","04B",NA,NA,"T2","RHS",NA,NA,NA,NA,NA,NA,"",NA,"28531,34877,19621","Traced",543,"acetylcholine",4465,"acetylcholine",877403267,TRUE
"16459",1636,446,3174,1636,4810,"intrinsic neuron",NA,NA,NA,16459,"IN04B049_T2_R",NA,0.90966123342514,0.0118510210886598,0.0742954388260841,0.0041923294775188,"LegNpT2_R","26756,41566,35522","soma",0.90966123342514,"IR","",NA,"Roughly traced","IR",NA,"IN04B049","LegNpT2_R",NA,"IN04B049","VFB_jrcv0cp7","","secondary","04B",NA,NA,"T2","RHS",NA,NA,NA,NA,NA,NA,"",NA,"26756,41566,35522","Traced",446,"acetylcholine",2171,"acetylcholine",785440352,TRUE
"165061",1632,480,3642,1632,5274,"intrinsic neuron","4B in T2 RHS","None",NA,15986,"IN04B025_T2_R",NA,0.946600675582886,0.0149825615808368,0.0306099001318216,0.00780686642974615,"LegNpT2_R","24864,36333,27021","user",0.946600675582886,"IR","",NA,"Roughly traced","IR",NA,"IN04B025","LegNpT2_R",NA,"IN04B025","VFB_jrcv3jd1","25941,40027,29137","secondary","04B",13128,"independent leg","T2","RHS",NA,NA,NA,NA,NA,NA,"",NA,"29911,40235,26549","Traced",480,"acetylcholine",3613,"acetylcholine",708547922,TRUE
"16530",694,419,2415,694,3109,"intrinsic neuron","20A in T2 RHS","None",NA,16530,"IN04B030_T2_R",NA,0.821552574634552,0.0386344492435455,0.128440618515015,0.0113723874092102,"LegNp_R.LegNp_L","25534,32334,27412","user",0.821552574634552,"BI","",NA,"Roughly traced","BI",NA,"IN04B030","LegNpT2_R.LegNpT2_L",NA,"IN04B030","VFB_jrcv0cr6","25504,32392,27412","secondary","04B",NA,NA,"T2","RHS",14755,NA,NA,NA,NA,NA,"",NA,"27669,34463,22248","Traced",419,"acetylcholine",1604,"acetylcholine",1015343883,TRUE
"16640",806,453,2581,806,3387,"intrinsic neuron","20A? in T2 RHS","None",NA,14780,"IN04B018_T2_R",NA,0.839484393596649,0.0340854041278362,0.117271259427071,0.00915893632918596,"LegNpT2_L.LegNpT2_R","25556,32351,27412","user",0.844152212142944,"BR","",NA,"Roughly traced","BR",NA,"IN04B018","LegNpT2_R.LegNpT2_L",NA,"IN04B018","VFB_jrcv0cu8","25504,32392,27412","secondary","04B",NA,NA,"T2","RHS",NA,NA,NA,NA,NA,NA,"",NA,"26489,33678,25267","Traced",453,"acetylcholine",4179,"acetylcholine",1014051452,TRUE
"16772",1407,584,3195,1407,4602,"intrinsic neuron","5B (soma) or 4B (morphology) in T2 RHS; ECM","None","None",15036,"IN04B036_T2_R",NA,0.726317465305328,0.0823667645454407,0.177048072218895,0.0142677156254649,"LegNpT2_R","26836,41612,34632","soma",0.726317465305328,"BR","",NA,"Roughly traced","BR",NA,"IN04B036","LegNpT2_R",NA,"IN04B036","VFB_jrcv0cxw","","early secondary","04B",NA,NA,"T2","RHS",NA,NA,NA,NA,NA,NA,"",NA,"26836,41612,34632","Traced",584,"acetylcholine",5513,"acetylcholine",818870805,TRUE
"16820",1809,452,3124,1809,4933,"intrinsic neuron",NA,NA,NA,16820,"IN04B035_T2_R",NA,0.864284753799438,0.0653262063860893,0.0642861500382423,0.00610286090523005,"LegNpT2_R","29728,40691,27348","soma",0.864284753799438,"BR","",NA,"Roughly traced","BR",NA,"IN04B035","LegNpT2_R",NA,"IN04B035","VFB_jrcv0cz8","","secondary","04B",NA,NA,"T2","RHS",NA,NA,NA,NA,NA,NA,"",NA,"29728,40691,27348","Traced",452,"acetylcholine",882,"acetylcholine",840383517,TRUE
"16852",2578,519,3873,2578,6451,"intrinsic neuron","4B in T2 RHS","None",NA,16852,"IN04B033_T2_R",NA,0.915829598903656,0.0255577582865953,0.0529222525656223,0.00569041352719069,"LegNpT2_R","25969,40026,29130","user",0.914070665836334,"BR","",NA,"Roughly traced","BR",NA,"IN04B033","LegNpT2_R",NA,"IN04B033","VFB_jrcv0d04","25941,40027,29137","secondary","04B",NA,NA,"T2","RHS",NA,NA,NA,NA,NA,NA,"",NA,"28880,42178,31043","Traced",519,"acetylcholine",2033,"acetylcholine",918098636,TRUE
"16982",1977,404,2694,1977,4671,"intrinsic neuron","4B in T2 RHS","None",NA,16982,"IN04B046_T2_R",NA,0.88520085811615,0.0791061222553253,0.0328339114785194,0.00285913865081966,"LegNpT2_R","24888,36333,26959","user",0.88520085811615,"BR","",NA,"Roughly traced","BR",NA,"IN04B046","LegNpT2_R",NA,"IN04B046","VFB_jrcv0d3q","25941,40027,29137","secondary","04B",NA,NA,"T2","RHS",16253,NA,NA,NA,NA,NA,"",NA,"29970,39975,26020","Traced",404,"acetylcholine",1596,"acetylcholine",801257798,TRUE
"17166",2498,443,3336,2498,5834,"intrinsic neuron","4B in T2 RHS","None",NA,17166,"IN04B056_T2_R",NA,0.947445809841156,0.0137929078191519,0.0334821939468384,0.00527910748496652,"LegNpT2_R","24896,36333,26922","user",0.947445809841156,"BR","",NA,"Roughly traced","BR",NA,"IN04B056","LegNpT2_R",NA,"IN04B056","VFB_jrcv0d8u","25941,40027,29137","secondary","04B",NA,NA,"T2","RHS",16253,NA,NA,NA,NA,NA,"",NA,"29449,40162,26132","Traced",443,"acetylcholine",846,"acetylcholine",778024427,TRUE
"17386",1829,681,4717,1829,6546,"intrinsic neuron","4B? in T2 RHS",NA,"None",17386,"IN04B100_T2_R",NA,0.926088154315948,0.015064200386405,0.0545483380556107,0.00429930118843913,"LegNpT2_R","25183,41501,37258","soma",0.926088154315948,"IR","",NA,"Roughly traced","IR",NA,"IN04B100","LegNpT2_R",NA,"IN04B100","VFB_jrcv0dey","","secondary","04B",14098,"independent leg","T2","RHS",NA,NA,NA,NA,NA,NA,"",NA,"25183,41501,37258","Traced",681,"acetylcholine",8209,"acetylcholine",871944612,TRUE
"17435",2488,361,2006,2488,4494,"intrinsic neuron",NA,NA,NA,16092,"IN04B031_T2_R",NA,0.688827574253082,0.0743560418486595,0.233212396502495,0.00360401510260999,"LegNpT2_R","29110,38808,24659","soma",0.688827574253082,"IR","",NA,"Roughly traced","IR",NA,"IN04B031","LegNpT2_R",NA,"IN04B031","VFB_jrcv0dgb","","secondary","04B",15525,"independent leg","T2","RHS",NA,NA,NA,NA,NA,NA,"",NA,"29110,38808,24659","Traced",361,"acetylcholine",3768,"acetylcholine",945253807,TRUE
"174628",1201,558,4338,1201,5539,"intrinsic neuron","4B in T2 RHS","None",NA,152363,"IN04B078_T2_R",NA,0.967812299728394,0.0101593062281609,0.019471300765872,0.00255709420889616,"LegNpT2_R","25988,40026,29101","user",0.967812299728394,"IR","",NA,"Roughly traced","IR",NA,"IN04B078","LegNpT2_R",NA,"IN04B078","VFB_jrcv3qqs","25941,40027,29137","secondary","04B",18857,"independent leg","T2","RHS",NA,NA,NA,NA,NA,NA,"",NA,"27716,42226,31428","Traced",558,"acetylcholine",8163,"acetylcholine",578315878,TRUE
"17559",2162,690,4902,2162,7064,"intrinsic neuron",NA,NA,NA,17559,"IN04B036_T2_R",NA,0.94284862279892,0.010689890012145,0.0419162400066853,0.00454524112865329,"LegNpT2_R","26234,40183,37759","soma",0.94284862279892,"BR","",NA,"Roughly traced","BR",NA,"IN04B036","LegNpT2_R",NA,"IN04B036","VFB_jrcv0djr","","early secondary","04B",NA,NA,"T2","RHS",NA,NA,NA,NA,NA,NA,"",NA,"26234,40183,37759","Traced",690,"acetylcholine",5513,"acetylcholine",892085678,TRUE
"17956",1611,480,3265,1611,4876,"intrinsic neuron",NA,NA,NA,16459,"IN04B049_T2_R",NA,0.857269525527954,0.0222930889576674,0.1167097017169,0.00372768240049481,"LegNpT2_R","27555,41671,34983","soma",0.857269525527954,"IR","",NA,"Roughly traced","IR",NA,"IN04B049","LegNpT2_R",NA,"IN04B049","VFB_jrcv0dus","","secondary","04B",NA,NA,"T2","RHS",NA,NA,NA,NA,NA,NA,"",NA,"27555,41671,34983","Traced",480,"acetylcholine",2171,"acetylcholine",825101986,TRUE
"17978",1779,535,4136,1779,5915,"intrinsic neuron","4B in T2 RHS","None",NA,17081,"IN04B057_T2_R",NA,0.961244225502014,0.00348907732404768,0.0341593660414219,0.00110731879249215,"LegNpT2_R","25990,40026,29037","user",0.961244225502014,"BR","",NA,"Roughly traced","BR",NA,"IN04B057","LegNpT2_R",NA,"IN04B057","VFB_jrcv0dve","25941,40027,29137","secondary","04B",NA,NA,"T2","RHS",NA,NA,NA,NA,NA,NA,"",NA,"29721,41628,29032","Traced",535,"acetylcholine",2016,"acetylcholine",776519071,TRUE
"17981",1917,667,4367,1917,6284,"intrinsic neuron","4B in T2 RHS","None",NA,17233,"IN04B055_T2_R",NA,0.882460653781891,0.0232205390930176,0.0886393040418625,0.00567950587719679,"LegNpT2_R","25920,40027,29227","user",0.882460653781891,"II","",NA,"Roughly traced","II",NA,"IN04B055","LegNpT2_R.WTct_R",NA,"IN04B055","VFB_jrcv0dvh","25941,40027,29137","secondary","04B",NA,NA,"T2","RHS",NA,NA,NA,NA,NA,NA,"",NA,"29633,42006,30972","Traced",667,"acetylcholine",1313,"acetylcholine",721427064,TRUE
